CensusYear,Subject,Gender,AgeGroup,QualifiedEntrantType,StockSize
2013,Mathematics,Female,55 and over,New to the state funded sector,8.672913030549562
2014,Mathematics,Female,55 and over,New to the state funded sector,7.158952316475692
2015,Mathematics,Female,55 and over,New to the state funded sector,10.42272016912698
2016,Mathematics,Female,55 and over,New to the state funded sector,8.585124067117928
2017,Mathematics,Female,55 and over,New to the state funded sector,3.5886092742879354
2011,Modern Foreign Languages,Female,55 and over,New to the state funded sector,6.81640069280251
2012,Modern Foreign Languages,Female,55 and over,New to the state funded sector,13.472955373184371
2013,Modern Foreign Languages,Female,55 and over,New to the state funded sector,4.812996742564802
2014,Modern Foreign Languages,Female,55 and over,New to the state funded sector,6.860391453768155
2015,Modern Foreign Languages,Female,55 and over,New to the state funded sector,4.0499292947285905
2016,Modern Foreign Languages,Female,55 and over,New to the state funded sector,6.253384554460906
2017,Modern Foreign Languages,Female,55 and over,New to the state funded sector,3.120611210977622
2011,Music,Female,55 and over,New to the state funded sector,1.049922581574811
2012,Music,Female,55 and over,New to the state funded sector,0
2013,Music,Female,55 and over,New to the state funded sector,0
2014,Music,Female,55 and over,New to the state funded sector,0
2015,Music,Female,55 and over,New to the state funded sector,3.6924834494733005
2016,Music,Female,55 and over,New to the state funded sector,0.030871621500876092
2017,Music,Female,55 and over,New to the state funded sector,0.114980352771694
2011,Others,Female,55 and over,New to the state funded sector,2.4740155863500037
2012,Others,Female,55 and over,New to the state funded sector,2.1360453965179724
2013,Others,Female,55 and over,New to the state funded sector,4.738907985247113
2014,Others,Female,55 and over,New to the state funded sector,0.3193839218047908
2015,Others,Female,55 and over,New to the state funded sector,4.588709933834536
2016,Others,Female,55 and over,New to the state funded sector,1.8681845191008122
2017,Others,Female,55 and over,New to the state funded sector,1.870331225207412
2011,Physical Education,Female,55 and over,New to the state funded sector,0
2012,Physical Education,Female,55 and over,New to the state funded sector,0
2013,Physical Education,Female,55 and over,New to the state funded sector,0
2014,Physical Education,Female,55 and over,New to the state funded sector,0
2015,Physical Education,Female,55 and over,New to the state funded sector,1.9016045164962887
2016,Physical Education,Female,55 and over,New to the state funded sector,0
2017,Physical Education,Female,55 and over,New to the state funded sector,0
2011,Physics,Female,55 and over,New to the state funded sector,0
2012,Physics,Female,55 and over,New to the state funded sector,5.4872244063187585
2013,Physics,Female,55 and over,New to the state funded sector,0
2014,Physics,Female,55 and over,New to the state funded sector,0
2015,Physics,Female,55 and over,New to the state funded sector,8.228386208180998
2016,Physics,Female,55 and over,New to the state funded sector,0
2017,Physics,Female,55 and over,New to the state funded sector,9.359436964011147
2011,Religious Education,Female,55 and over,New to the state funded sector,0.7272040140133554
2012,Religious Education,Female,55 and over,New to the state funded sector,0
2013,Religious Education,Female,55 and over,New to the state funded sector,0.5571624608435964
2014,Religious Education,Female,55 and over,New to the state funded sector,0.2876050443466337
2015,Religious Education,Female,55 and over,New to the state funded sector,0.3477952282550769
2016,Religious Education,Female,55 and over,New to the state funded sector,0
2017,Religious Education,Female,55 and over,New to the state funded sector,1.8362694906962849
2011,Art & Design,Male,55 and over,New to the state funded sector,0
2012,Art & Design,Male,55 and over,New to the state funded sector,0.4612050712279816
2013,Art & Design,Male,55 and over,New to the state funded sector,3.2422893188041004
2014,Art & Design,Male,55 and over,New to the state funded sector,0
2015,Art & Design,Male,55 and over,New to the state funded sector,0.08730172166945008
2016,Art & Design,Male,55 and over,New to the state funded sector,2.5126429836224067
2017,Art & Design,Male,55 and over,New to the state funded sector,0
2011,Biology,Male,55 and over,New to the state funded sector,3.5683787018150936
2012,Biology,Male,55 and over,New to the state funded sector,4.078503999252172
2013,Biology,Male,55 and over,New to the state funded sector,5.6350642734412295
2014,Biology,Male,55 and over,New to the state funded sector,0.4786296434579856
2015,Biology,Male,55 and over,New to the state funded sector,0
2016,Biology,Male,55 and over,New to the state funded sector,5.748040842517612
2017,Biology,Male,55 and over,New to the state funded sector,0
2011,Business Studies,Male,55 and over,New to the state funded sector,4.584550959056809
2012,Business Studies,Male,55 and over,New to the state funded sector,2.355209166429385
2013,Business Studies,Male,55 and over,New to the state funded sector,1.3640381425684511
2014,Business Studies,Male,55 and over,New to the state funded sector,1.475148785451141
2015,Business Studies,Male,55 and over,New to the state funded sector,2.8627302038286513
2016,Business Studies,Male,55 and over,New to the state funded sector,4.097635431427287
2017,Business Studies,Male,55 and over,New to the state funded sector,3.0578332894183653
2011,Chemistry,Male,55 and over,New to the state funded sector,1.1071772051955677
2012,Chemistry,Male,55 and over,New to the state funded sector,1.3929985088226045
2013,Chemistry,Male,55 and over,New to the state funded sector,0.32503707598237935
2014,Chemistry,Male,55 and over,New to the state funded sector,4.130411092048406
2015,Chemistry,Male,55 and over,New to the state funded sector,1.5835893550852158
2016,Chemistry,Male,55 and over,New to the state funded sector,3.054262559106322
2017,Chemistry,Male,55 and over,New to the state funded sector,6.090824790163233
2011,Classics,Male,55 and over,New to the state funded sector,0
2012,Classics,Male,55 and over,New to the state funded sector,0
2013,Classics,Male,55 and over,New to the state funded sector,0
2014,Classics,Male,55 and over,New to the state funded sector,0
2015,Classics,Male,55 and over,New to the state funded sector,0
2016,Classics,Male,55 and over,New to the state funded sector,1.5849924478048802
2017,Classics,Male,55 and over,New to the state funded sector,3.314091108977043
2011,Computing,Male,55 and over,New to the state funded sector,1.5509053729103677
2012,Computing,Male,55 and over,New to the state funded sector,0.48048865389836193
2013,Computing,Male,55 and over,New to the state funded sector,0.03253287575457639
2014,Computing,Male,55 and over,New to the state funded sector,7.467804364839395
2015,Computing,Male,55 and over,New to the state funded sector,2.1028776632048216
2016,Computing,Male,55 and over,New to the state funded sector,2.423180330190531
2017,Computing,Male,55 and over,New to the state funded sector,3.81358205079908
2011,Design & Technology,Male,55 and over,New to the state funded sector,4.388517830384691
2012,Design & Technology,Male,55 and over,New to the state funded sector,7.914567608989066
2013,Design & Technology,Male,55 and over,New to the state funded sector,6.7385013523474715
2014,Design & Technology,Male,55 and over,New to the state funded sector,1.5870609552398434
2015,Design & Technology,Male,55 and over,New to the state funded sector,9.809354712188144
2016,Design & Technology,Male,55 and over,New to the state funded sector,1.5566495677809409
2017,Design & Technology,Male,55 and over,New to the state funded sector,1.5125513020961758
2011,Drama,Male,55 and over,New to the state funded sector,0
2012,Drama,Male,55 and over,New to the state funded sector,1.1340572761359367
2013,Drama,Male,55 and over,New to the state funded sector,0.6585609714577869
2014,Drama,Male,55 and over,New to the state funded sector,0
2015,Drama,Male,55 and over,New to the state funded sector,1.4227312403071675
2016,Drama,Male,55 and over,New to the state funded sector,1.3710588787947717
2017,Drama,Male,55 and over,New to the state funded sector,1.5590849382646028
2011,English,Male,55 and over,New to the state funded sector,6.652374162869782
2012,English,Male,55 and over,New to the state funded sector,5.489255715648877
2013,English,Male,55 and over,New to the state funded sector,5.549582909669549
2014,English,Male,55 and over,New to the state funded sector,7.1924822607683065
2015,English,Male,55 and over,New to the state funded sector,6.410165822802947
2016,English,Male,55 and over,New to the state funded sector,10.05769992510655
2017,English,Male,55 and over,New to the state funded sector,10.108900133689987
2011,Food,Male,55 and over,New to the state funded sector,0.7505671889475244
2012,Food,Male,55 and over,New to the state funded sector,1.2562095018587927
2013,Food,Male,55 and over,New to the state funded sector,2.085439600550324
2014,Food,Male,55 and over,New to the state funded sector,0
2015,Food,Male,55 and over,New to the state funded sector,0
2016,Food,Male,55 and over,New to the state funded sector,0
2017,Food,Male,55 and over,New to the state funded sector,0
2011,Geography,Male,55 and over,New to the state funded sector,0
2012,Geography,Male,55 and over,New to the state funded sector,0
2013,Geography,Male,55 and over,New to the state funded sector,0
2014,Geography,Male,55 and over,New to the state funded sector,0
2015,Geography,Male,55 and over,New to the state funded sector,0
2016,Geography,Male,55 and over,New to the state funded sector,0
2017,Geography,Male,55 and over,New to the state funded sector,0
2011,History,Male,55 and over,New to the state funded sector,0
2012,History,Male,55 and over,New to the state funded sector,0
2013,History,Male,55 and over,New to the state funded sector,0
2014,History,Male,55 and over,New to the state funded sector,0
2015,History,Male,55 and over,New to the state funded sector,0
2016,History,Male,55 and over,New to the state funded sector,0
2017,History,Male,55 and over,New to the state funded sector,0
2011,Mathematics,Male,55 and over,New to the state funded sector,13.349619718896598
2012,Mathematics,Male,55 and over,New to the state funded sector,10.433746931596836
2013,Mathematics,Male,55 and over,New to the state funded sector,17.354529338750936
2014,Mathematics,Male,55 and over,New to the state funded sector,20.162041736782975
2015,Mathematics,Male,55 and over,New to the state funded sector,14.675889546329467
2016,Mathematics,Male,55 and over,New to the state funded sector,7.180919083261013
2017,Mathematics,Male,55 and over,New to the state funded sector,6.929267541456704
2011,Modern Foreign Languages,Male,55 and over,New to the state funded sector,6.831928480413147
2012,Modern Foreign Languages,Male,55 and over,New to the state funded sector,2.9442476276454608
2013,Modern Foreign Languages,Male,55 and over,New to the state funded sector,0
2014,Modern Foreign Languages,Male,55 and over,New to the state funded sector,3.1585604143638006
2015,Modern Foreign Languages,Male,55 and over,New to the state funded sector,3.470921925966053
2016,Modern Foreign Languages,Male,55 and over,New to the state funded sector,0.9419772913451221
2017,Modern Foreign Languages,Male,55 and over,New to the state funded sector,1.3001128606637233
