CensusYear,Subject,Gender,AgeGroup,QualifiedLeaverType,StockSize
2016,Computing,Female,55 and over,Retired,46.23861460184658
2017,Computing,Female,55 and over,Retired,33.780490961361835
2011,Design & Technology,Female,55 and over,Retired,247.10261379877133
2012,Design & Technology,Female,55 and over,Retired,222.63419080269614
2013,Design & Technology,Female,55 and over,Retired,230.9878235969026
2014,Design & Technology,Female,55 and over,Retired,244.5265875520317
2015,Design & Technology,Female,55 and over,Retired,213.45301026722214
2016,Design & Technology,Female,55 and over,Retired,170.867172750318
2017,Design & Technology,Female,55 and over,Retired,128.9101421194975
2011,Drama,Female,55 and over,Retired,72.10858071721475
2012,Drama,Female,55 and over,Retired,71.22907856268834
2013,Drama,Female,55 and over,Retired,81.48404867415479
2014,Drama,Female,55 and over,Retired,61.757062101062814
2015,Drama,Female,55 and over,Retired,65.6335647169391
2016,Drama,Female,55 and over,Retired,58.42840972676779
2017,Drama,Female,55 and over,Retired,56.77554954892737
2011,English,Female,55 and over,Retired,564.9127612188107
2012,English,Female,55 and over,Retired,591.8600055814693
2013,English,Female,55 and over,Retired,609.1034870719217
2014,English,Female,55 and over,Retired,584.9506928165215
2015,English,Female,55 and over,Retired,539.0405886150602
2016,English,Female,55 and over,Retired,466.5310690800061
2017,English,Female,55 and over,Retired,404.8660544660178
2011,Food,Female,55 and over,Retired,123.80989641057369
2012,Food,Female,55 and over,Retired,134.5970826356381
2013,Food,Female,55 and over,Retired,118.20585410153163
2014,Food,Female,55 and over,Retired,142.2839546990769
2015,Food,Female,55 and over,Retired,114.65016951496236
2016,Food,Female,55 and over,Retired,117.91328346883309
2017,Food,Female,55 and over,Retired,76.0454167466796
2011,Geography,Female,55 and over,Retired,155.58015993008252
2012,Geography,Female,55 and over,Retired,140.82205638514225
2013,Geography,Female,55 and over,Retired,139.61353060124256
2014,Geography,Female,55 and over,Retired,134.74209582437152
2015,Geography,Female,55 and over,Retired,140.07672700791957
2016,Geography,Female,55 and over,Retired,112.36453101676628
2017,Geography,Female,55 and over,Retired,97.70716685918003
2011,History,Female,55 and over,Retired,164.4119074238285
2012,History,Female,55 and over,Retired,153.42114696715998
2013,History,Female,55 and over,Retired,142.79931228768328
2014,History,Female,55 and over,Retired,129.59694840107682
2015,History,Female,55 and over,Retired,121.4283957398466
2016,History,Female,55 and over,Retired,116.76542976416633
2017,History,Female,55 and over,Retired,93.54675290203872
2011,Mathematics,Female,55 and over,Retired,467.1488060562054
2012,Mathematics,Female,55 and over,Retired,387.84826747385193
2013,Mathematics,Female,55 and over,Retired,374.6099698726317
2014,Mathematics,Female,55 and over,Retired,382.1131139551554
2015,Mathematics,Female,55 and over,Retired,348.65051298061627
2016,Mathematics,Female,55 and over,Retired,308.519883543154
2017,Mathematics,Female,55 and over,Retired,278.251493301807
2011,Modern Foreign Languages,Female,55 and over,Retired,333.42513731656385
2012,Modern Foreign Languages,Female,55 and over,Retired,356.4371614039058
2013,Modern Foreign Languages,Female,55 and over,Retired,346.28722009842534
2014,Modern Foreign Languages,Female,55 and over,Retired,320.6623836309128
2015,Modern Foreign Languages,Female,55 and over,Retired,292.5537306495634
2016,Modern Foreign Languages,Female,55 and over,Retired,281.3367365287118
2017,Modern Foreign Languages,Female,55 and over,Retired,265.93429712962956
2011,Music,Female,55 and over,Retired,62.345255475129605
2012,Music,Female,55 and over,Retired,54.47242308899454
2013,Music,Female,55 and over,Retired,52.1494062198595
2014,Music,Female,55 and over,Retired,48.258941940787466
2015,Music,Female,55 and over,Retired,38.24651743405688
2016,Music,Female,55 and over,Retired,41.026603034556274
2017,Music,Female,55 and over,Retired,38.22289516449618
2011,Others,Female,55 and over,Retired,351.32877556154887
2012,Others,Female,55 and over,Retired,305.75382982764734
2013,Others,Female,55 and over,Retired,249.5234616413555
2014,Others,Female,55 and over,Retired,289.48307847291744
2015,Others,Female,55 and over,Retired,222.11285314268645
2016,Others,Female,55 and over,Retired,196.62149267763112
2017,Others,Female,55 and over,Retired,144.25773846999493
2011,Physical Education,Female,55 and over,Retired,147.34694151703775
2012,Physical Education,Female,55 and over,Retired,115.32392554518265
2013,Physical Education,Female,55 and over,Retired,127.10230849677427
2014,Physical Education,Female,55 and over,Retired,143.50597687004336
2015,Physical Education,Female,55 and over,Retired,138.58569566701084
2016,Physical Education,Female,55 and over,Retired,122.60402120881835
2017,Physical Education,Female,55 and over,Retired,78.47207759747803
2011,Physics,Female,55 and over,Retired,49.28462034812513
2012,Physics,Female,55 and over,Retired,73.72963461682914
2013,Physics,Female,55 and over,Retired,60.39254384813384
2014,Physics,Female,55 and over,Retired,47.79705495709974
2015,Physics,Female,55 and over,Retired,44.12083124369181
2016,Physics,Female,55 and over,Retired,81.37364595006854
2017,Physics,Female,55 and over,Retired,16.557115418599885
2011,Religious Education,Female,55 and over,Retired,151.97649830800094
2012,Religious Education,Female,55 and over,Retired,136.56055451736216
2013,Religious Education,Female,55 and over,Retired,146.6215341561964
2014,Religious Education,Female,55 and over,Retired,164.0511529181179
2015,Religious Education,Female,55 and over,Retired,169.64431613529132
2016,Religious Education,Female,55 and over,Retired,130.3668124300553
2017,Religious Education,Female,55 and over,Retired,105.84471798480332
2011,Art & Design,Male,55 and over,Retired,131.2359279873733
2012,Art & Design,Male,55 and over,Retired,84.77979521029881
2013,Art & Design,Male,55 and over,Retired,105.20637729454981
2014,Art & Design,Male,55 and over,Retired,64.18463754832024
2015,Art & Design,Male,55 and over,Retired,81.68151708544116
2016,Art & Design,Male,55 and over,Retired,60.02678382335904
2017,Art & Design,Male,55 and over,Retired,46.8499977268941
2011,Biology,Male,55 and over,Retired,112.29443442794765
2012,Biology,Male,55 and over,Retired,109.9311432350822
2013,Biology,Male,55 and over,Retired,133.91586286682062
2014,Biology,Male,55 and over,Retired,126.30547114141055
2015,Biology,Male,55 and over,Retired,74.30398185808949
2016,Biology,Male,55 and over,Retired,76.77143116235018
2017,Biology,Male,55 and over,Retired,46.34316421772152
2011,Business Studies,Male,55 and over,Retired,96.43332015546869
2012,Business Studies,Male,55 and over,Retired,82.71610415941531
2013,Business Studies,Male,55 and over,Retired,77.71745939560361
2014,Business Studies,Male,55 and over,Retired,85.12217330667153
2015,Business Studies,Male,55 and over,Retired,64.15308008175703
2016,Business Studies,Male,55 and over,Retired,58.069396602477646
2017,Business Studies,Male,55 and over,Retired,45.956076279892
2011,Chemistry,Male,55 and over,Retired,193.871606929808
2012,Chemistry,Male,55 and over,Retired,137.56388013338764
2013,Chemistry,Male,55 and over,Retired,165.69606251412637
2014,Chemistry,Male,55 and over,Retired,139.11009592426404
2015,Chemistry,Male,55 and over,Retired,112.98399357401655
2016,Chemistry,Male,55 and over,Retired,114.84544865712613
2017,Chemistry,Male,55 and over,Retired,111.41781212738489
2011,Classics,Male,55 and over,Retired,13.391647821430132
2012,Classics,Male,55 and over,Retired,10.924524218134753
2013,Classics,Male,55 and over,Retired,16.047852907122305
2014,Classics,Male,55 and over,Retired,7.0643661776809425
2015,Classics,Male,55 and over,Retired,7.970270327285816
2016,Classics,Male,55 and over,Retired,6.978637140416524
2017,Classics,Male,55 and over,Retired,8.87603717111073
2011,Computing,Male,55 and over,Retired,182.04202877859797
2012,Computing,Male,55 and over,Retired,164.00279272422307
2013,Computing,Male,55 and over,Retired,130.45191895145086
2014,Computing,Male,55 and over,Retired,139.35140755504662
2015,Computing,Male,55 and over,Retired,107.31783041984816
2016,Computing,Male,55 and over,Retired,86.18166489660389
2017,Computing,Male,55 and over,Retired,82.6203826770083
2011,Design & Technology,Male,55 and over,Retired,329.61155234091444
2012,Design & Technology,Male,55 and over,Retired,293.468225886438
2013,Design & Technology,Male,55 and over,Retired,252.28132471191188
2014,Design & Technology,Male,55 and over,Retired,278.962929103714
2015,Design & Technology,Male,55 and over,Retired,245.45256970522527
2016,Design & Technology,Male,55 and over,Retired,233.09843400452317
2017,Design & Technology,Male,55 and over,Retired,155.31101808022538
2011,Drama,Male,55 and over,Retired,47.7622603298082
2012,Drama,Male,55 and over,Retired,43.86956828148211
2013,Drama,Male,55 and over,Retired,42.831822272736645
2014,Drama,Male,55 and over,Retired,26.554724590641392
2015,Drama,Male,55 and over,Retired,39.466366737152875
2016,Drama,Male,55 and over,Retired,24.721537484560386
2017,Drama,Male,55 and over,Retired,30.942555584762708
2011,English,Male,55 and over,Retired,227.3227842760806
2012,English,Male,55 and over,Retired,239.38702889007277
2013,English,Male,55 and over,Retired,183.788026694262
2014,English,Male,55 and over,Retired,173.80890620563792
2015,English,Male,55 and over,Retired,151.5236250951347
2016,English,Male,55 and over,Retired,134.87021075402862
2017,English,Male,55 and over,Retired,124.91906975880795
2011,Food,Male,55 and over,Retired,13.210761927363372
2012,Food,Male,55 and over,Retired,3.7888866164756663
2013,Food,Male,55 and over,Retired,2.2344266343726527
2014,Food,Male,55 and over,Retired,7.071821026585456
2015,Food,Male,55 and over,Retired,8.448425068049023
2016,Food,Male,55 and over,Retired,6.628089573982291
2017,Food,Male,55 and over,Retired,7.187396355924518
2011,Geography,Male,55 and over,Retired,191.3284289311468
2012,Geography,Male,55 and over,Retired,162.56780422124288
2013,Geography,Male,55 and over,Retired,161.33342093361009
2014,Geography,Male,55 and over,Retired,129.98568641922932
2015,Geography,Male,55 and over,Retired,113.50283383759268
2016,Geography,Male,55 and over,Retired,120.13228041709951
2017,Geography,Male,55 and over,Retired,92.40726631845702
2011,History,Male,55 and over,Retired,160.14245803664846
2012,History,Male,55 and over,Retired,162.24606895494088
2013,History,Male,55 and over,Retired,151.97305976032192
2014,History,Male,55 and over,Retired,125.58529752485384
2015,History,Male,55 and over,Retired,116.52271124419198
2016,History,Male,55 and over,Retired,126.98689448795389
2017,History,Male,55 and over,Retired,83.3661342804508
2011,Mathematics,Male,55 and over,Retired,495.4289172466317
2012,Mathematics,Male,55 and over,Retired,415.0349908028637
2013,Mathematics,Male,55 and over,Retired,391.3938416379681
2014,Mathematics,Male,55 and over,Retired,372.5544191775517
2015,Mathematics,Male,55 and over,Retired,326.7012566609545
2016,Mathematics,Male,55 and over,Retired,298.49007041813854
2017,Mathematics,Male,55 and over,Retired,242.23649642434134
2011,Modern Foreign Languages,Male,55 and over,Retired,123.06832814186657
2012,Modern Foreign Languages,Male,55 and over,Retired,93.47784412331772
2013,Modern Foreign Languages,Male,55 and over,Retired,110.53030624476531
2014,Modern Foreign Languages,Male,55 and over,Retired,106.21809183342565
2015,Modern Foreign Languages,Male,55 and over,Retired,75.87932866868752
2016,Modern Foreign Languages,Male,55 and over,Retired,73.82823230435928
2017,Modern Foreign Languages,Male,55 and over,Retired,48.53254171049922
2011,Music,Male,55 and over,Retired,51.05345662359443
2012,Music,Male,55 and over,Retired,55.260700554745824
2013,Music,Male,55 and over,Retired,38.038478013084145
2014,Music,Male,55 and over,Retired,47.64960394369422
2015,Music,Male,55 and over,Retired,35.89650327112815
2016,Music,Male,55 and over,Retired,56.699266623698264
2017,Music,Male,55 and over,Retired,29.00483109680888
2011,Others,Male,55 and over,Retired,231.04988470645299
2012,Others,Male,55 and over,Retired,202.6909363241012
2013,Others,Male,55 and over,Retired,180.7888134155181
2014,Others,Male,55 and over,Retired,154.35798703745974
2015,Others,Male,55 and over,Retired,129.4075277490209
2016,Others,Male,55 and over,Retired,122.95027824698144
2017,Others,Male,55 and over,Retired,89.34912130531143
2011,Physical Education,Male,55 and over,Retired,165.14771930750993
2012,Physical Education,Male,55 and over,Retired,109.39451831157163
2013,Physical Education,Male,55 and over,Retired,124.59833484147978
2014,Physical Education,Male,55 and over,Retired,131.2605735299809
2015,Physical Education,Male,55 and over,Retired,130.18891728470487
2016,Physical Education,Male,55 and over,Retired,118.64154640986722
2017,Physical Education,Male,55 and over,Retired,109.37931557634055
2011,Physics,Male,55 and over,Retired,229.78430867339148
2012,Physics,Male,55 and over,Retired,197.6327338976918
2013,Physics,Male,55 and over,Retired,172.23479506325612
2014,Physics,Male,55 and over,Retired,150.3454894254488
2015,Physics,Male,55 and over,Retired,171.54629541293085
2016,Physics,Male,55 and over,Retired,127.55687358180606
2017,Physics,Male,55 and over,Retired,87.87491959665675
2011,Religious Education,Male,55 and over,Retired,104.83259202644219
2012,Religious Education,Male,55 and over,Retired,90.80931556743056
2013,Religious Education,Male,55 and over,Retired,68.75948145956221
2014,Religious Education,Male,55 and over,Retired,81.10705376390563
2015,Religious Education,Male,55 and over,Retired,72.75416610308059
2016,Religious Education,Male,55 and over,Retired,53.58156677780621
2017,Religious Education,Male,55 and over,Retired,51.02350812371031
2011,Art & Design,Female,Less than 35,Retired,0
2012,Art & Design,Female,Less than 35,Retired,0
2013,Art & Design,Female,Less than 35,Retired,0
2014,Art & Design,Female,Less than 35,Retired,0
2015,Art & Design,Female,Less than 35,Retired,0
2016,Art & Design,Female,Less than 35,Retired,0
2017,Art & Design,Female,Less than 35,Retired,0
2011,Biology,Female,Less than 35,Retired,0
2012,Biology,Female,Less than 35,Retired,0
2013,Biology,Female,Less than 35,Retired,0
2014,Biology,Female,Less than 35,Retired,0
2015,Biology,Female,Less than 35,Retired,0
2016,Biology,Female,Less than 35,Retired,1.4487187294089792
2017,Biology,Female,Less than 35,Retired,0
2011,Business Studies,Female,Less than 35,Retired,0
2012,Business Studies,Female,Less than 35,Retired,0
2013,Business Studies,Female,Less than 35,Retired,0
2014,Business Studies,Female,Less than 35,Retired,0.4549684678629174
2015,Business Studies,Female,Less than 35,Retired,0
2016,Business Studies,Female,Less than 35,Retired,0
2017,Business Studies,Female,Less than 35,Retired,0
2011,Chemistry,Female,Less than 35,Retired,0
2012,Chemistry,Female,Less than 35,Retired,0
2013,Chemistry,Female,Less than 35,Retired,0
2014,Chemistry,Female,Less than 35,Retired,0
2015,Chemistry,Female,Less than 35,Retired,3.2415744862283646
2016,Chemistry,Female,Less than 35,Retired,0
2017,Chemistry,Female,Less than 35,Retired,0
2011,Classics,Female,Less than 35,Retired,0
2012,Classics,Female,Less than 35,Retired,0
2013,Classics,Female,Less than 35,Retired,0
2014,Classics,Female,Less than 35,Retired,0
2015,Classics,Female,Less than 35,Retired,0
2016,Classics,Female,Less than 35,Retired,0
2017,Classics,Female,Less than 35,Retired,0
2011,Computing,Female,Less than 35,Retired,0
2012,Computing,Female,Less than 35,Retired,0
2013,Computing,Female,Less than 35,Retired,0
2014,Computing,Female,Less than 35,Retired,1.046451897365862
2015,Computing,Female,Less than 35,Retired,0
2016,Computing,Female,Less than 35,Retired,0
2017,Computing,Female,Less than 35,Retired,0
2011,Design & Technology,Female,Less than 35,Retired,0
2012,Design & Technology,Female,Less than 35,Retired,0
